Allocation_Subcategory,City,College,Gift_Allocation,Amount,Year,Major,Prospect ID,State
LIB,Mobile,SOC,Campus_Resource,9097,2010,Economics,1818,AL
MUS,Mobile,BIZ,Scholarship,6345,2010,Human Resource Management,1160,AL
NAT,Mobile,ENG,Scholarship,3478,2010,Materials Science and Engineering,1240,AL
TST,Mobile,NAT,Endowment,5444,2010,Biomedical Laboratory Science,1684,AL
MSM,Murfreesboro,ART,Campus_Resource,7242,2010,Japanese,1219,TN
ANN,Nashville,NAT,Endowment,2473,2010,Biological Science Interdepartmental,1456,TN
HON,Nashville,EDU,Campus_Resource,554,2010,Education,1172,TN
LIB,Nashville,EDU,Campus_Resource,6378,2010,Education,1579,TN
PAR,Nashville,AGR,Campus_Resource,4648,2010,Agriculture and Natural Resources-No Preference,1320,TN
ATH,New_Orleans,BIZ,Campus_Resource,3670,2010,Human Resource Management,1233,LA
ALM,New_York,ART,Campus_Resource,6847,2010,Apparel and Textiles,1366,NY
ALM,New_York,EDU,Campus_Resource,4743,2010,Education,1177,NY
ALM,New_York,NAT,Campus_Resource,4111,2010,Geological Sciences,1800,NY
ANN,New_York,BIZ,Endowment,4745,2010,Supply Chain Management,1209,NY
ANN,New_York,MUS,Endowment,7944,2010,Composition,1148,NY
ANN,New_York,NAT,Endowment,6092,2010,Human Biology,1851,NY
ANN,New_York,SOC,Endowment,4123,2010,Political Science,1072,NY
ART,New_York,AGR,Scholarship,9640,2010,Construction Management,1216,NY
ART,New_York,MUS,Scholarship,182,2010,Music,1581,NY
ART,New_York,SOC,Scholarship,1737,2010,Global & Area Studies - Soc Sci,1443,NY
ATH,New_York,AGR,Campus_Resource,4731,2010,Environmental Economics and Policy,1363,NY
ATH,New_York,ART,Campus_Resource,3367,2010,Japanese,1018,NY
ATH,New_York,NAT,Campus_Resource,2864,2010,Plant Biology,1364,NY
DIV,New_York,AGR,Endowment,9079,2010,Natural Resource Recreation and Tourism,1136,NY
DIV,New_York,ART,Endowment,628,2010,Arts & Letters-General,1462,NY
DIV,New_York,ART,Endowment,9827,2010,Arabic,1277,NY
DIV,New_York,NAT,Endowment,1700,2010,Geological Sciences,1305,NY
DIV,New_York,NAT,Endowment,7977,2010,Biochemistry and Molecular Biology/Biotechnology,1690,NY
FCE,New_York,POL,Endowment,7641,2010,Social Relations and Policy,1141,NY
NAT,New_York,ART,Scholarship,8480,2010,Theatre,1270,NY
NUR,New_York,BIZ,Scholarship,6155,2010,Hospitality Business,1137,NY
RCR,New_York,AGR,Campus_Resource,5603,2010,Food Industry Management,1654,NY
RCR,New_York,NAT,Campus_Resource,5717,2010,Chemistry,1825,NY
TST,New_York,NAT,Endowment,2639,2010,Chemistry,1224,NY
TST,New_York,NAT,Endowment,8788,2010,Astrophysics,1668,NY
ANN,North_Las_Vegas,NAT,Endowment,9833,2010,Environmental Biology/Zoology,1264,NV
ATH,North_Las_Vegas,SOC,Campus_Resource,8166,2010,Interdisciplinary Studies in Social Science - Social Science Education,1054,NV
FCE,North_Las_Vegas,NAT,Endowment,9854,2010,Microbiology,1720,NV
AGR,Oklahoma_City,SOC,Scholarship,2414,2010,Political Science-Prelaw,1193,OK
ALM,Oklahoma_City,NAT,Campus_Resource,2873,2010,Neuroscience,1022,OK
BIZ,Oklahoma_City,BIZ,Scholarship,8182,2010,Marketing,1760,OK
FCE,Oklahoma_City,COM,Endowment,7020,2010,Advertising,1470,OK
FCE,Oklahoma_City,NAT,Endowment,9390,2010,Human Biology,1353,OK
MSF,Oklahoma_City,NAT,Scholarship,8960,2010,Actuarial Science,1213,OK
MSM,Oklahoma_City,POL,Campus_Resource,4784,2010,Political Theory and Constitutional Democracy,1262,OK
NAT,Oklahoma_City,AGR,Scholarship,6330,2010,Construction Management,1199,OK
NAT,Oklahoma_City,SOC,Scholarship,8906,2010,Political Science-Prelaw,1040,OK
TST,Oklahoma_City,ART,Endowment,3281,2010,Studio Art,1628,OK
ANN,Omaha,AGR,Endowment,2051,2010,Natural Resource Recreation and Tourism,1089,NE
DIV,Omaha,ENG,Endowment,4738,2010,Electrical Engineering,1428,NE
ENG,Omaha,AGR,Scholarship,2305,2010,Environmental Studies and Agriscience,1397,NE
MSF,Omaha,NAT,Scholarship,7897,2010,Computational Mathematics,1457,NE
TST,Omaha,SOC,Endowment,572,2010,Interdisciplinary Studies in Social Science - Social Science Education,1069,NE
ANN,Orlando,AGR,Endowment,8939,2010,Fisheries and Wildlife,1171,FL
ANN,Orlando,NAT,Endowment,8650,2010,Environmental Biology/Plant Biol,1415,FL
ART,Orlando,ENG,Scholarship,173,2010,Materials Science and Engineering,1005,FL
ATH,Orlando,SOC,Campus_Resource,2512,2010,Urban and Regional Planning,1410,FL
LIB,Orlando,BIZ,Campus_Resource,41,2010,Accounting,1125,FL
MUS,Orlando,ART,Scholarship,5214,2010,Arts & Letters-General,1316,FL
RCR,Orlando,ENG,Campus_Resource,5976,2010,Materials Science and Engineering,1646,FL
FCE,Overland_Park,SOC,Endowment,3254,2010,Social Work,1257,KS
ISF,Overland_Park,NAT,Scholarship,1434,2010,Biomedical Laboratory Science,1104,KS
MSF,Overland_Park,NAT,Scholarship,2136,2010,"Mathematics, Advanced",1354,KS
MSM,Overland_Park,BIZ,Campus_Resource,8199,2010,Hospitality Business,1035,KS
RCR,Overland_Park,POL,Campus_Resource,714,2010,Social Relations and Policy,1129,KS
ALM,Philadelphia,SOC,Campus_Resource,9462,2010,Criminal Justice,1618,PA
ANN,Philadelphia,ART,Endowment,4994,2010,Experience Architecture,1332,PA
ANN,Philadelphia,NAT,Endowment,1322,2010,Human Biology,1347,PA
ANN,Philadelphia,NAT,Endowment,6371,2010,Biochemistry and Molecular Biology/Biotechnology,1027,PA
COM,Philadelphia,COM,Scholarship,5818,2010,Media and Information,1200,PA
NAT,Philadelphia,VET,Scholarship,8816,2010,Preveterinary,1143,PA
AGR,Phoenix,BIZ,Scholarship,6893,2010,Finance,1464,AZ
AGR,Phoenix,COM,Scholarship,1072,2010,Advertising,1300,AZ
ANN,Phoenix,ENG,Endowment,2963,2010,Materials Science and Engineering,1244,AZ
ANN,Phoenix,NAT,Endowment,284,2010,Genomics & Molecular Genetics,1379,AZ
ART,Phoenix,ART,Scholarship,4217,2010,Arts & Letters-General,1208,AZ
ART,Phoenix,NAT,Scholarship,2733,2010,Biological Science Interdepartmental,1282,AZ
ATH,Phoenix,BIZ,Campus_Resource,5130,2010,Human Resource Management,1664,AZ
BIZ,Phoenix,ENG,Scholarship,7903,2010,Electrical Engineering,1046,AZ
ENG,Phoenix,ART,Scholarship,8942,2010,Interdisciplinary Humanities,1424,AZ
FCE,Phoenix,NAT,Endowment,5437,2010,Computational Mathematics,1360,AZ
HON,Phoenix,ART,Campus_Resource,7371,2010,Art Education,1287,AZ
ISF,Phoenix,AGR,Scholarship,4328,2010,Horticulture,1117,AZ
LIB,Phoenix,NAT,Campus_Resource,167,2010,Preoptometry,1150,AZ
LIB,Phoenix,NUR,Campus_Resource,1117,2010,Nursing,1099,AZ
RCR,Phoenix,NAT,Campus_Resource,584,2010,Chemical Physics,1678,AZ
TST,Phoenix,AGR,Endowment,5969,2010,Construction Management,1863,AZ
TST,Phoenix,NAT,Endowment,2805,2010,Physical Science Interdepartmental,1490,AZ
TST,Phoenix,NUR,Endowment,911,2010,Summer Research Program,1723,AZ
FCE,Pittsburgh,ART,Endowment,1325,2010,Spanish,1742,PA
TST,Portland,AGR,Endowment,7618,2010,Landscape Architecture,1700,OR
ANN,Providence,ART,Endowment,6978,2010,Arts & Letters-General,1389,RI
ART,Providence,SOC,Scholarship,9292,2010,Political Science-Prelaw,1134,RI
LIB,Providence,COM,Campus_Resource,4090,2010,Journalism,1111,RI
TST,Providence,EDU,Endowment,7456,2010,Kinesiology,1444,RI
ANN,Provo,BIZ,Endowment,6845,2010,Accounting,1478,UT
MUS,Provo,MUS,Scholarship,4173,2010,Music Performance,1291,UT
AGR,Raleigh,ART,Scholarship,8010,2010,Apparel and Textiles,1247,NC
ALM,Raleigh,MUS,Campus_Resource,1941,2010,Music Performance,1322,NC
DIV,Raleigh,NAT,Endowment,1620,2010,Biochemistry and Molecular Biology,1180,NC
DIV,Raleigh,SOC,Endowment,9422,2010,Criminal Justice,1484,NC
NAT,Raleigh,SOC,Scholarship,584,2010,Public Policy,1050,NC
RCR,Raleigh,NAT,Campus_Resource,2808,2010,Mathematics,1726,NC
DIV,Reno,ART,Endowment,4658,2010,Experience Architecture,1275,NV
ALM,Richmond,AGR,Campus_Resource,681,2010,Fisheries and Wildlife,1006,VA
ALM,Richmond,ART,Campus_Resource,5962,2010,Apparel and Textile Design,1829,VA
ANN,Richmond,AGR,Endowment,6431,2010,Packaging,1120,VA
ART,Richmond,AGR,Scholarship,6972,2010,Natural Resource Recreation and Tourism,1442,VA
ART,Richmond,ART,Scholarship,5317,2010,Apparel and Textiles,1445,VA
ART,Richmond,ART,Scholarship,4684,2010,Humanities-Prelaw,1446,VA
ATH,Richmond,ENG,Campus_Resource,3782,2010,Engineering-No Major,1321,VA
COM,Richmond,ART,Scholarship,361,2010,Global Studies in the Arts and Humanities,1343,VA
ENG,Richmond,SOC,Scholarship,8916,2010,Geography,1107,VA
LIB,Richmond,SOC,Campus_Resource,2439,2010,World Politics,1409,VA
MSF,Richmond,NAT,Scholarship,451,2010,Actuarial Science,1450,VA
PAR,Richmond,SOC,Campus_Resource,4238,2010,Psychology,1038,VA
NAT,Rochester,SOC,Scholarship,5724,2010,Economics,1070,NY
ANN,Sacramento,EDU,Endowment,650,2010,Kinesiology,1390,CA
ANN,Salem,ART,Endowment,3793,2010,Arabic,1776,OR
MSF,Salem,SOC,Scholarship,9745,2010,Criminal Justice,1421,OR
ATH,Salt_Lake_City,ENG,Campus_Resource,4913,2010,Computer Science,1303,UT
DIV,Salt_Lake_City,ART,Endowment,4988,2010,Arabic,1242,UT
MSF,Salt_Lake_City,NAT,Scholarship,8925,2010,Biochemistry and Molecular Biology/Biotechnology,1116,UT
NAT,Salt_Lake_City,SOC,Scholarship,2727,2010,Criminal Justice,1077,UT
PAR,Salt_Lake_City,BIZ,Campus_Resource,2468,2010,Finance,1205,UT
DIV,San_Antonio,BIZ,Endowment,5550,2010,Human Resource Management,1186,TX
FCE,San_Antonio,ART,Endowment,4078,2010,French,1821,TX
HON,San_Antonio,ART,Campus_Resource,169,2010,English,1335,TX
RCR,San_Antonio,BIZ,Campus_Resource,8225,2010,General Management,1333,TX
AGR,San_Diego,ART,Scholarship,4948,2010,Arabic,1183,CA
ANN,San_Diego,ENG,Endowment,7928,2010,Biosystems Engineering,1068,CA
ANN,San_Diego,NAT,Endowment,1207,2010,Physical Science Interdepartmental,1650,CA
BIZ,San_Diego,ENG,Scholarship,1093,2010,Applied Engineering Sciences,1091,CA
COM,San_Diego,ART,Scholarship,5874,2010,Russian,1064,CA
DIV,San_Diego,ART,Endowment,8712,2010,French,1170,CA
FCE,San_Diego,VET,Endowment,3496,2010,Preveterinary,1212,CA
ISF,San_Diego,NAT,Scholarship,9344,2010,Physical Science Interdepartmental,1108,CA
AGR,San_Francisco,AGR,Scholarship,3584,2010,Landscape Architecture,1714,CA
ANN,San_Francisco,ART,Endowment,5239,2010,Art History and Visual Culture,1097,CA
ANN,San_Francisco,NAT,Endowment,8078,2010,Human Biology,1402,CA
ANN,San_Francisco,SOC,Endowment,7862,2010,Human Development and Family Studies,1682,CA
ART,San_Francisco,ART,Scholarship,6636,2010,Theatre,1425,CA
ART,San_Francisco,NAT,Scholarship,1946,2010,Biochemistry and Molecular Biology/Biotechnology,1387,CA
BIZ,San_Francisco,AGR,Scholarship,4232,2010,Fisheries and Wildlife,1359,CA
BIZ,San_Francisco,ENG,Scholarship,2119,2010,Environmental Engineering,1131,CA
DIV,San_Francisco,AGR,Endowment,6356,2010,Horticulture,1418,CA
HON,San_Francisco,BIZ,Campus_Resource,8074,2010,Supply Chain Management,1732,CA
HON,San_Francisco,ENG,Campus_Resource,5198,2010,Mechanical Engineering,1310,CA
ISF,San_Francisco,ART,Scholarship,7431,2010,Women's and Gender Studies,1313,CA
MSM,San_Francisco,NAT,Campus_Resource,1965,2010,Biological Science Interdepartmental,1414,CA
NAT,San_Francisco,ART,Scholarship,4510,2010,Interdisciplinary Humanities,1122,CA
NAT,San_Francisco,POL,Scholarship,4989,2010,Political Theory and Constitutional Democracy,1329,CA
NAT,San_Francisco,SOC,Scholarship,3793,2010,Human Development and Family Studies,1001,CA
PAR,San_Francisco,ENG,Campus_Resource,4705,2010,Biosystems Engineering,1832,CA
PAR,San_Francisco,MUS,Campus_Resource,3666,2010,Composition,1288,CA
PAR,San_Francisco,NAT,Campus_Resource,4882,2010,Zoology,1386,CA
RCR,San_Francisco,BIZ,Campus_Resource,612,2010,Finance,1259,CA
TST,San_Francisco,SOC,Endowment,8424,2010,Political Science-Prelaw,1330,CA
ART,Savannah,VET,Scholarship,7219,2010,Preveterinary,1215,GA
TST,Savannah,NAT,Endowment,9334,2010,Earth Science Interdepartmental,1318,GA
ANN,Scottsdale,SOC,Endowment,9728,2010,World Politics,1090,AZ
DIV,Scottsdale,ART,Endowment,4635,2010,German,1644,AZ
DIV,Scottsdale,EDU,Endowment,2679,2010,Education,1165,AZ
AGR,Seattle,ART,Scholarship,8474,2010,Spanish,1616,WA
ART,Seattle,SOC,Scholarship,8394,2010,Social Work,1308,WA
DIV,Seattle,ART,Endowment,4680,2010,Arabic,1666,WA
DIV,Seattle,NAT,Endowment,7437,2010,Plant Biology,1620,WA
ENG,Seattle,BIZ,Scholarship,8893,2010,Hospitality Business,1392,WA
ENG,Seattle,SOC,Scholarship,7575,2010,Sociology,1031,WA
FCE,Seattle,AGR,Endowment,1655,2010,Agriculture and Natural Resources-No Preference,1317,WA
ISF,Seattle,ENG,Scholarship,2517,2010,Applied Engineering Sciences,1346,WA
LIB,Seattle,ART,Campus_Resource,4802,2010,Japanese,1404,WA
NAT,Seattle,AGR,Scholarship,2585,2010,Agribusiness Management,1016,WA
PAR,Seattle,NAT,Campus_Resource,2646,2010,Predental,1204,WA
TST,Seattle,COM,Endowment,2271,2010,Advertising,1717,WA
TST,Seattle,MUS,Endowment,508,2010,Music,1256,WA
ANN,St._Louis,NAT,Endowment,605,2010,Environmental Geosciences,1605,MO
ART,St._Louis,NAT,Scholarship,4976,2010,Human Biology,1135,MO
BIZ,St._Louis,NAT,Scholarship,4266,2010,Human Biology,1267,MO
EDU,St._Louis,SOC,Scholarship,1715,2010,Global & Area Studies - Soc Sci,1283,MO
FCE,St._Louis,ART,Endowment,2402,2010,Humanities-Prelaw,1152,MO
LIB,St._Louis,COM,Campus_Resource,9192,2010,Media and Information,1302,MO
TST,St._Louis,NUR,Endowment,4059,2010,Summer Research Program,1807,MO
AGR,St._Paul,AGR,Scholarship,181,2010,Interior Design,1274,MN
AGR,St._Paul,SOC,Scholarship,9377,2010,Urban and Regional Planning,1656,MN
ART,St._Paul,ART,Scholarship,1667,2010,French,1696,MN
ATH,St._Paul,ENG,Campus_Resource,9394,2010,Electrical Engineering,1672,MN
ATH,Syracuse,AGR,Campus_Resource,1920,2010,Food Science,1252,NY
DIV,Syracuse,ART,Endowment,1913,2010,Global Studies in the Arts and Humanities,1371,NY
DIV,Tallahassee,AGR,Endowment,7665,2010,Agribusiness Management,1430,FL
DIV,Tallahassee,SOC,Endowment,4409,2010,Urban and Regional Planning,1642,FL
ISF,Tallahassee,ART,Scholarship,8642,2010,Chinese,1049,FL
ISF,Tallahassee,ART,Scholarship,3724,2010,Art History and Visual Culture,1245,FL
ISF,Tallahassee,SOC,Scholarship,3411,2010,Public Policy,1662,FL
MSF,Tallahassee,ART,Scholarship,1509,2010,Interdisciplinary Humanities,1473,FL
NAT,Tallahassee,NAT,Scholarship,1633,2010,Biomedical Laboratory Science,1426,FL
ALM,Tucson,SOC,Campus_Resource,7196,2010,Political Science,1251,AZ
ISF,Tucson,NAT,Scholarship,2965,2010,Earth Science Interdepartmental,1468,AZ
TST,Tulsa,BIZ,Endowment,8015,2010,Supply Chain Management,1074,OK
AGR,Washington,AGR,Scholarship,1441,2010,Environmental Economics and Policy,1585,DC
AGR,Washington,NAT,Scholarship,9314,2010,Geological Sciences,1228,DC
ENG,Washington,ENG,Scholarship,2476,2010,Mechanical Engineering,1338,DC
FCE,Washington,ENG,Endowment,2081,2010,Computer Science,1362,DC
ISF,Washington,NUR,Scholarship,431,2010,Summer Research Program,1400,DC
NUR,Washington,AGR,Scholarship,1763,2010,Packaging,1399,DC
TST,Washington,AGR,Endowment,3820,2010,Natural Resource Recreation and Tourism,1071,DC
DIV,West_Valley_City,SOC,Endowment,2022,2010,Psychology,1004,UT
FCE,West_Valley_City,ART,Endowment,5361,2010,Art History and Visual Culture,1342,UT
NAT,West_Valley_City,POL,Scholarship,7152,2010,Political Theory and Constitutional Democracy,1339,UT
AGR,Wichita,NAT,Scholarship,2049,2010,Biomedical Laboratory Science,1796,KS
ALM,Wichita,NAT,Campus_Resource,4649,2010,Preoptometry,1258,KS
ANN,Wichita,POL,Endowment,8849,2010,Political Theory and Constitutional Democracy,1784,KS
ATH,Wichita,COM,Campus_Resource,7347,2010,Media and Information,1479,KS
EDU,Wichita,ART,Scholarship,8561,2010,Japanese,1036,KS
RCR,Wichita,NAT,Campus_Resource,4240,2010,Plant Biology,1191,KS
EDU,Albuquerque,NAT,Scholarship,1144,2011,Environmental Biology/Plant Biol,2242,NM
ISF,Albuquerque,SOC,Scholarship,9827,2011,History,1864,NM
NAT,Albuquerque,COM,Scholarship,7699,2011,Journalism,1884,NM
RCR,Albuquerque,EDU,Campus_Resource,9628,2011,Kinesiology,1879,NM
AGR,Alexandria,EDU,Scholarship,543,2011,Athletic Training,2382,VA
ANN,Alexandria,ART,Endowment,6330,2011,German,1643,VA
ART,Alexandria,ART,Scholarship,3858,2011,Professional Writing,2629,VA
ATH,Alexandria,NAT,Campus_Resource,3328,2011,Geological Sciences,2292,VA
DIV,Alexandria,ART,Endowment,6845,2011,Arabic,1940,VA
ISF,Alexandria,NAT,Scholarship,7360,2011,Environmental Geosciences,1396,VA
LIB,Alexandria,ART,Campus_Resource,8234,2011,French,2322,VA
PAR,Alexandria,POL,Campus_Resource,4343,2011,Political Theory and Constitutional Democracy,2456,VA
TST,Alexandria,POL,Endowment,2130,2011,College of Political Science,1413,VA
AGR,Amarillo,ART,Scholarship,6966,2011,German,1902,TX
ATH,Amarillo,SOC,Campus_Resource,7242,2011,Geography,1683,TX
DIV,Amarillo,ART,Endowment,4894,2011,Apparel and Textile Design,1651,TX
FCE,Amarillo,ART,Endowment,8921,2011,Chinese,2318,TX
ISF,Amarillo,NAT,Scholarship,4784,2011,Biochemistry and Molecular Biology,1811,TX
TST,Amarillo,AGR,Endowment,9819,2011,Interior Design,2524,TX
TST,Amarillo,MUS,Endowment,8078,2011,Music Performance,1667,TX
DIV,Anaheim,NAT,Endowment,9874,2011,Neuroscience,2634,CA
MSM,Anaheim,ART,Campus_Resource,1122,2011,Professional Writing,2401,CA
NAT,Anaheim,ART,Scholarship,5188,2011,Global Studies in the Arts and Humanities,1598,CA
AGR,Atlanta,NAT,Scholarship,7128,2011,Geological Sciences,2268,GA
DIV,Atlanta,NAT,Endowment,5595,2011,Plant Biology,2546,GA
MSM,Atlanta,NAT,Campus_Resource,8925,2011,Physical Science Interdepartmental,1487,GA
NAT,Atlanta,NAT,Scholarship,1739,2011,Mathematics,2563,GA
NAT,Atlanta,SOC,Scholarship,6966,2011,World Politics,1440,GA
TST,Atlanta,ART,Endowment,2879,2011,German,1500,GA
ALM,Austin,SOC,Campus_Resource,7970,2011,Interdisciplinary Studies in Social Science,2589,TX
DIV,Austin,NAT,Endowment,7108,2011,Environmental Biology/Plant Biol,2284,TX
FCE,Austin,AGR,Endowment,6979,2011,Fisheries and Wildlife,1899,TX
FCE,Austin,BIZ,Endowment,4217,2011,Marketing,1661,TX
HON,Austin,NAT,Campus_Resource,7451,2011,Computational Mathematics,2368,TX
LIB,Austin,MUS,Campus_Resource,6529,2011,Composition,1394,TX
RCR,Austin,NAT,Campus_Resource,24261,2011,Biochemistry and Molecular Biology,1098,TX
RCR,Austin,SOC,Campus_Resource,3138,2011,Geographic Information Science,2315,TX
ALM,Baton_Rouge,NAT,Campus_Resource,8997,2011,Zoology,2329,LA
ANN,Baton_Rouge,BIZ,Endowment,7095,2011,Marketing,2443,LA
FCE,Baton_Rouge,AGR,Endowment,5578,2011,Interior Design,2612,LA
FCE,Baton_Rouge,BIZ,Endowment,20691,2011,Supply Chain Management,1873,LA
MSM,Baton_Rouge,POL,Campus_Resource,4083,2011,Political Theory and Constitutional Democracy,2276,LA
NAT,Baton_Rouge,POL,Scholarship,9314,2011,Comparative Cultures and Politics,1701,LA
ALM,Birmingham,ART,Campus_Resource,8786,2011,Art History and Visual Culture,1914,AL
COM,Birmingham,ART,Scholarship,4777,2011,Apparel and Textile Design,1921,AL
DIV,Birmingham,ART,Endowment,4948,2011,Studio Art,1938,AL
ENG,Birmingham,NUR,Scholarship,9833,2011,Summer Research Program,1819,AL
MSF,Birmingham,SOC,Scholarship,8744,2011,Anthropology,2537,AL
NAT,Birmingham,ART,Scholarship,6171,2011,Spanish,1715,AL
NAT,Birmingham,NAT,Scholarship,2705,2011,Environmental Geosciences,1920,AL
TST,Birmingham,POL,Endowment,1433,2011,College of Political Science,2444,AL
AGR,Boston,SOC,Scholarship,6979,2011,History,1437,MA
ART,Boston,ART,Scholarship,5647,2011,Women's and Gender Studies,2601,MA
ART,Boston,SOC,Scholarship,2838,2011,Criminal Justice,1438,MA
FCE,Boston,MUS,Endowment,6893,2011,Jazz Studies,1926,MA
HON,Boston,AGR,Campus_Resource,208,2011,Horticulture,2552,MA
HON,Boston,NAT,Campus_Resource,701,2011,Biomedical Laboratory Science,2475,MA
HON,Boston,SOC,Campus_Resource,7773,2011,Political Science-Prelaw,1705,MA
NAT,Boston,AGR,Scholarship,9970,2011,Nutritional Sciences,1882,MA
NAT,Boston,BIZ,Scholarship,560,2011,Human Resource Management,2470,MA
ANN,Casper,ART,Endowment,1451,2011,Studio Art,2628,WY
ALM,Cedar_Rapids,ART,Campus_Resource,8272,2011,English,1401,IA
ART,Cedar_Rapids,ENG,Scholarship,4693,2011,Applied Engineering Sciences,2310,IA
ISF,Cedar_Rapids,ART,Scholarship,3267,2011,Art History and Visual Culture,2317,IA
ART,Charleston,ENG,Scholarship,508,2011,Electrical Engineering,1789,SC
COM,Charleston,ENG,Scholarship,6519,2011,Biosystems Engineering,1439,SC
DIV,Charleston,SOC,Endowment,2407,2011,Anthropology,2364,SC
FCE,Charleston,SOC,Endowment,9963,2011,Criminal Justice,2478,SC
MUS,Charleston,SOC,Scholarship,9970,2011,Public Policy,1420,SC
PAR,Charleston,NAT,Campus_Resource,5186,2011,Biochemistry and Molecular Biology/Biotechnology,2448,SC
PAR,Charleston,SOC,Campus_Resource,7111,2011,History Education,2319,SC
ANN,Charlotte,POL,Endowment,6608,2011,College of Political Science,2454,NC
ART,Charlotte,NAT,Scholarship,6014,2011,Chemistry,2460,NC
COM,Charlotte,BIZ,Scholarship,3620,2011,General Management,2245,NC
COM,Charlotte,ENG,Scholarship,5657,2011,Applied Engineering Sciences,2397,NC
DIV,Charlotte,ART,Endowment,10955,2011,Spanish,2522,NC
FCE,Charlotte,NAT,Endowment,9434,2011,Statistics,1699,NC
LIB,Charlotte,EDU,Campus_Resource,10295,2011,Special Education-Learning Disabilities,2621,NC
RCR,Charlotte,AGR,Campus_Resource,2717,2011,Environmental Economics and Policy,2370,NC
AGR,Chicago,ENG,Scholarship,9631,2011,Computer Engineering,2468,IL
AGR,Chicago,NUR,Scholarship,2639,2011,Summer Research Program,1693,IL
ANN,Chicago,NAT,Endowment,2665,2011,Environmental Geosciences,2407,IL
ATH,Chicago,MUS,Campus_Resource,551,2011,Music Performance,2584,IL
ATH,Chicago,SOC,Campus_Resource,7004,2011,Interdisciplinary Studies in Social Science,2558,IL
